"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
3.15451738083998e-96,1.76543994241381,0.982,0.799,7.19229962831514e-94,"6","CD169"
1.78041587357172e-95,0.922503266824653,0.999,0.958,4.05934819174351e-93,"6","CD110"
3.65562587081394e-95,0.547933780160813,1,0.999,8.33482698545579e-93,"6","CD226"
1.46342802232387e-94,1.45116975246655,1,0.749,3.33661589089843e-92,"6","CD155"
4.3274575855193e-94,0.874703121252955,0.999,0.969,9.866603294984e-92,"6","CD69"
3.56346134626223e-86,0.319443585224767,1,1,8.12469186947788e-84,"6","CD18"
1.82588375738884e-84,0.506086657829223,1,1,4.16301496684656e-82,"6","CD11b-1"
4.29291397055416e-79,0.970940411869255,0.999,0.918,9.78784385286349e-77,"6","CD354"
1.36360028233476e-78,0.730345514579065,1,0.998,3.10900864372325e-76,"6","CD11c"
3.31416064545074e-77,0.906653625087186,0.996,0.877,7.55628627162769e-75,"6","CD164"
